id,title,body,category,priority,title_length,body_length
1,,"issue di visualizzazione anagrafica cliente Ariasso-Dalla SPA. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia fatt.zione da correggere.c",Amministrazione,media,0,249
2,,Richiesta estrazione dati statistici su utilizzo licenze Linea Enterprise. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immeditaa. Elaborazione da fare offline quando le risorse lo permettono. con preventivo per sconto con listinoa,Amministrazione,bassa,0,298
3,,"L'account admin_01 risulta bloccato per troppi tentativi di accesso errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro sera. Non è un pb di sistema generalizzato, solo utenza singola.",Amministrazione,alta,0,244
4,,"Impossibile allegare PDF al record della fattura 5269/24. Il bottone 'Upload' non risponde o dà erorre di permessi. Il odcumento deve essere archiviato digitalmente entro fine mese. Probleam limitato alla funzione di upload, il resto funziona., problema su email con timeout con memory leak",Amministrazione,media,0,290
5,,Procedura di backup storico: export fatture anno 1988 per archivio sicurezza. Generazione file statico in formato XML da conservare server-sid.e Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. per performance con sincronizzazione - negoziazione,Amministrazione,bassa,0,318
6,,"Il sistema reportistica non risponde alle richieste di access da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 3 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il pb si mainfesta in ambiente sviluppo con timeout continui.c",Amministrazione,alta,0,340
7,,Errore validazione codice fiscale per nuovo cliente Ferraris-Casarin Group. Il applicativo lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggeer l'algoritmo di validazione. - relativo a problema - timeout - bugi,Amministrazione,media,0,303
8,,Procedura di backup storico: export fatture anno 1991 per archivio sicurezza. Generazione file statico in formato XML da conservare server-side. Operazione a abssa priorità da accodare ai job notturni o weekend. Sevre solo per compliance e non per attività correnti.,Amministrazione,bassa,0,266
9,,"Il applicativo catalogo non irsponde alle richieste di acecsso da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gesitre le anagrafiche clienti e fornitori. Circa 8 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problmea si manifesta in ambiente demo con timeout continui. con sincronizzazione",Amministrazione,alta,0,363
10,,"Ipmossibile allegrae PDF al record della fattura 4240/20. Il bottnoe 'Upload' non risponde o dà bug di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona.",Amministrazione,media,0,240
