id,title,body,category,priority,title_length,body_length
1,,"Mancato allineamento incassi: il bonifico di 1036.55 non risulta in contabilità. In banca è presente, ma il modulo sasistenza non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Tencalla-Cutuli SPA. Il issue riguarda solo i bonifici di ier.i",Amministrazione,media,0,312
2,,Procedura di backup storico: export fatture anno 1998 per archivio sicurezza. Generazione file statico in formato CSV da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per comlpiance e non per attività correnti.,Amministrazione,bassa,0,266
3,,"Durante l'elaborazione della fattura 3542/24 per il cliente Carnera, Ajello e Galtarossa SPA, il sistema vendite si è bloccato generando errore 503. L'operazione di registrazione pagamento di 1458.67 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-95162. Necessario intervento urgente per sbloccaer il processo di fatturazione.",Amministrazione,alta,0,365
4,,"Richiesta estrazione dati statistici su utilizzo licenze Linea Basic. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono., problema su account",Amministrazione,media,0,275
5,,"Data entry: modifica scheda informativa cliente Tasso, Speri e Semitecolo Group. Aggiornamento campi email zaira16@sagnelli.com e referente mario.rossi. Modifiac puramenet formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background. con disponibilitào",Amministrazione,bassa,0,302
6,,"Mancata ricezione notifica approvazione ordine ORD-39892. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. Verificare code di posta in uscita su ambiente test. - sincronizzazione per errore critico performance",Amministrazione,alta,0,279
7,,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corretne e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.. Segnalato anche file per crash,Amministrazione,media,0,298
8,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 2 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. listino,Amministrazione,bassa,0,263
9,,"Mancata ricezione notifica approvazione ordine ORD-51312. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la doczione non parte. Verificare code di posta in uscita su mabiente test. - ordine urgente",Amministrazione,alta,0,242
10,,Controllo qualità dtai contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente lala validazione dei record passati. login fallito,Amministrazione,media,0,280
11,,"err. di stampa isolato: impossibile stampare la fat 1314/24. Il sistema genera il PDF corerttamente a video, ma l'invio alla stampante fallisce. Atlre fatture vengono stampate regolarmente. Il cliente Bragadin-Balotelli e figli è in attesa del cartaceo per il ritiro merce., problema su blocco",Amministrazione,media,0,293
12,,Procedura di backup storico: export fatture anno 2008 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,0,268
13,,"Errore di stampa isolato: impossibiel stampaer la fattura 2453/21. Il sys. genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Cerutti, Vecoli e Dalla e figli è in attesa del cartaceo per il ritiro merce. con listino per ordine urgente",Amministrazione,alta,0,312
14,,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. - relativo a ambiente per condizioni commerciali con errore critico,Amministrazione,alta,0,334
15,,"Discrepanza IVA su fattura estera 1304/22. Il sys. calcola un importo diverso da quello atteso per il cliente Petrocelli-Taliani SPA. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo fatturazione.",Amministrazione,media,0,266
16,,"Nota di agigornamento anagrafica per cliente Dallapé, Cafarchia e Traetta SPA nel system clienti. Isneriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. - relativo a blocco per sconto - crashc",Amministrazione,bassa,0,340
17,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.",Amministrazione,bassa,0,268
18,,"Mancato allineamento incassi: il bonifico di 1204.6 non risulta in contabilit.à In banca è presente, ma il modulo assistenza non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Finotto-Scarpa Group. Il problema riguarda solo i bonifici di ieri. per negoziazione",Amministrazione,media,0,332
19,,"L'utente giulia.verdi segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totlae, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente pre-produzione.",Amministrazione,media,0,270
20,,Proceudra di backup storico: export fatture anno 1988 per archivio sicurezza. Generazione file statico in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,0,266
21,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attual.e - disponibilità per negoziazione - ordine urgentei",Amministrazione,alta,0,319
22,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 4 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul sevrizio di produzione. sincronizzazione,Amministrazione,bassa,0,272
23,,"pb. di visualizzazione anagrafica cliente Trevisani-Paolucci e figli. Alucni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia reportistica da correggere. performance memory leak",Amministrazione,media,0,281
24,,"Mancato allineamento incassi: il bonifioc di 646.24 non risulta in contabilità. In banca è presente, ma il modulo fatturazione non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Mercalli SPA. Il problema riguarda solo i bonifici di ieri. - negoziazioner",Amministrazione,media,0,325
25,,"Durante l'elaborazione della ftatura 3125/22 per il clienet Bongiorno e ifgli, il system evndite si è bloccato generando errore 503. L'operazione di registrazione pagamento di 1489.03 non può essere completata. Il cliente attende conferma per rpocedere con l'ordine ORD-42500. Necessario intervento urgente per sbloccare il processo di fatturazione.",Amministrazione,alta,0,349
26,,"Impossibile allegare PDF al record edlla doc 9668/2.1 Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona. per negoziazione con disponibilità per crash",Amministrazione,media,0,284
27,,"Mancata ricezione notifica approvazione ordine ORD-74240. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la doczione non parte. Verificare code di posta in uscita su ambiente demo. per bug per performance per ordine urgente",Amministrazione,alta,0,268
28,,"Timeout puntuale duratne la ricerca fatture per data. La uqery va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, sreve ottimizzazione. - sconto per condizioni commerciali con sincronizzazione",Amministrazione,media,0,308
29,,Nota di aggiornamento anagrafica per cliente Ammaniti s.r.l. nel sys vendite. Inseriti dati nuovo referente admin_01 a pruo titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.,Amministrazione,bassa,0,277
30,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.c",Amministrazione,bassa,0,269
31,,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con errore generico. I dait a video sono corretti. eSrve il file esportato per riunione di domani mattina. Workaround richiesto.s,Amministrazione,media,0,224
32,,"Mancato allineamento incassi: il bonifico di 828.69 non risulat in contabilità. In banca è presente, ma il modulo assistenza non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Lerner s.r.l.. Il problema riguarda oslo i bonifici di ieri. - relativo a  richiesta esterna",Amministrazione,media,0,340
33,,"Durante l'elaborazione della fattura 1783/20 per il lciente Tarantino s.r.l., il sistema assistenza si è bloccato generando errore ERR_CONNECTION_REFUSED. L'operazione di registrazione pagamento di 671.8 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-56736. Necessario intervento urgent per sbloccare il processo di fatturazioen. con performances",Amministrazione,alta,0,385
34,,"Duplicazione righe in visualizzazione estratto conto Gatto SPA. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un problem visivo che confonde gli operatori. Richiesta pulizia della view nel modulo assistenza.. Segnalato anche  ringraziamo per condizioni commerciali per bug",Amministrazione,media,0,312
35,,Richiesta estrazione dati statistici su utilizzo licenze Linea Enterprise. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono.,Amministrazione,bassa,0,259
36,,"Durante l'elaborazione della fattura 6189/20 per il cliente Anotnelli, Malaparte e Sommaruga SPA, il sistema mgaazzino si è bloccato generando error OutOfMemoryError. L'operazione di registrazione pagamento di 612.97 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-49653. Necessario intervento urg. per sbloccare il rpocesso di fatturazione., problema su account",Amministrazione,alta,0,400
37,,"Durante l'elaborazione delal fattura 6400/21 per il cliente Natta e figli, il sistema ordini si è bloccato generando erroer 502. L'operzaione di registrazione pagamento di 946.54 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-85844. Necessario intervento urgente per sbloccare il processo di fatturazione.a",Amministrazione,alta,0,345
38,,Proposat di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 2 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul srevizio di produzione.,Amministrazione,bassa,0,255
39,,"Il sistema magazzino non risponde alle richieste di accesso da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 10 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente pre-produzione con timeout continui.s",Amministrazione,alta,0,351
40,,"Durante l'elaborazione della fattura 6129/22 per il cliente Vanvitelli-Amaldi Group, il sistema reportistica si è bloccato generando errore ERR_CONNECTION_REFUSED. L'operazione di registrazione pagamento di 1025.8 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-78806. Necessario intervento urgente per sbloccare il processo di fatturazione. per condizioni commerciali sincronizzazione performance",Amministrazione,alta,0,435
41,,error validazione cdoice fiscale per nuovo cliente Carcoci-Rubbia e figli. Il sisetma lo segna cmoe errato anche se è formalmente valido. Impedisce il salvataggio della shceda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione.,Amministrazione,media,0,259
