id,title,body,category,priority,title_length,body_length
1,Anomalia visiva: duplicazione righe estratto conto (confusione),"Mancata ricezione notifica approvazione ordine ORD-15918. Il ersponsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. eVrificare code di posta in uscita su ambiente produzione.",Amministrazione,media,63,235
2,Batch: consolidamento dati contabili con performance per crash,Nota di aggiornamento anagrafica per cliente Lercari SPA nel sistema assistenza. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momneto. Semplice data entry per tenree ordinato lo storico contatti. - relativo a  [vedi nota allegata],Amministrazione,bassa,62,319
3,Batch: consolidamento dati contabili per login fallito preventivo,urgent completare la registrazione del pagamento per l'ordine ORD-86801 del cliente Draghi s.r.l.. Il sistema mostra errore 503 durante l'inserimento dell'importo 665.92 in fatturazione. Il bonifico risulta effettuato ma il gestionale non salva i dati. Blocco critico che impedisce conferma ordine e spedizione merce. Richiesto supporto tecnico immediato.. Segnalato anche analisi sconton,Amministrazione,alta,65,388
4,Bug interfaccia: anagrafica Casini SPA illeggibile (campi vuoti) preventivo per performance,Prpoosta di manutenzione ordinaria: pulizia accuont inattivi da lungo periodo. Lista di 6 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. report,Amministrazione,media,91,262
5,"Log: inserimento anagrafica Amato, Lettiere e Sanguineti e figli","Data entry: modifica scheda informativa cliente Amato, Lettiere e Sanguineti e figli. update campi email bbernardi@gibilisco-gigli.it e referente poeratore_23. Modifica puramente formale per completezza anagrafica. Attività amminisrtativa standard di basso livello, gestibile in background. con sconto - negoziazione per sconto",Amministrazione,bassa,64,327
6,URGENTE: Account bloccato operatore_23 - errore OutOfMemoryError su applicativo ordini,"Impossibile allegare PDF al record della fattura 3387/21. Il bottone 'Upload' non risponde o dà problem di permessi. Il documento edve essere archiviato digitalmente entro fine mese. pb ilmitato alla funzione di upload, il resto funziona.",Amministrazione,alta,86,238
7,Timeout ricerca: impossibile filtrare fatture > 30 giorni sconto,"Impossibile allgeare PDF al record della fatt. 5703/23. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmnete entro fine mese. pb limitato alal funzione di upload, il ersto funziona. login fallitol",Amministrazione,media,64,250
8,Log: inserimento anagrafica Mercalli-Bosio e figli per preventivo,Richiesta estrazione dati statistici su utilizzo licenze Linea Premium. Il erport serve esclusivamente per proiezioni di budget anon prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. - relativo a IMPORTANTE per negoziazione - preventivo,Amministrazione,bassa,65,310
9,err calcolo IVA: importo errato su fattura estera (non validabile) per ordine urgente,"L'utente operatore_23 segnala lentezza esasperante nel modulo fatzione. Il salvataggio di ongi fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rtee su ambiente test.",Amministrazione,alta,85,256
10,Mancata notifica: email approvazione persa (processo fermo),"pb. di visualizzazione anagrafica cliente Interminei Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia magazzino da correggere. - relativo a versione",Amministrazione,media,59,266
11,Batch: consolidamento dati contabili con ordine urgente per sincronizzazione,"L'account utente admin_01 risulta bloccato dal sistema fatturazione con err ""503"". L'utente edve urgentissimomente accedere per completare l'elaborazione delle fatture per il cliente Toscanini-Leonardi s.r.l.. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento problemi tecnici immediato per ripristino accesso entro entro 2 ore. per disponibilità con negoziazione",Amministrazione,alta,76,425
