id,title,body,category,priority,title_length,body_length
1,Mancata notifica: email approvazione persa (processo fermo),"Impossibile allegare PDF al record della fattura 2975/24. Il bottone 'Upload' non risponde o dà erroer di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona.r",Amministrazione,media,59,244
2,Mancata notifica: email approvazione persa (processo fermo),"Attività di background: archiviazione documenti storici cliente Caracciolo-Trinacvelli s.r.l. per anno 2024. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei mometni di inattività del system. Operazione di manutenzione ordinaria del database.",Amministrazione,bassa,59,339
3,Sistema fermo reportistica non risponde - utenti bloccati su gestione anagrafiche,"Attività di background: archviiazione documenti storici cliente Micca-Donarelli e figli per anno 2014. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.t",Amministrazione,alta,81,335
4,"Blocco sistema durante elaborazione fattura 7945/22 per Mondadori, Pagliaro e Ortese Group condizioni commerciali","Timeout puntuale durante la ricerca aftture per data. La query va in error solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione. per crash per performance login fallito",Amministrazione,media,113,290
5,Manutenzione: pulizia account inattivi,"Data entry: modifica scheda informativa cliente Spallanzani-Rusticucci s.r.l.. Aggiornmaento campi email mazzacuratiemilio@napolitano.it e referente operatore_23. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in bcakground.",Amministrazione,bassa,38,293
6,Rallentamento fatturazione: salvataggio impiega 40 secondi (troppo) per sconto preventivo listino,"L'account mario.rossi risulta bloccato per troppi tentativi di accesso errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro sera. Non è un issue di sys. generalizzato, oslo utenza singola.",Amministrazione,alta,97,247
7,Manutenzione: pulizia account inattivi - timeout,"pb di visualizzazione anagrafica cliente Bottigliero, Bonino e Liguori s.r.l.. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia assistenza da correggere.",Amministrazione,media,48,264
8,Batch: consolidamento dati contabili,Richiesta estrazione dati statistici su utilizzo licenze iLnea Premium. Il report serve esclusivamenet per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare fofline quando le risorse lo permettono. per performance per login fallito,Amministrazione,bassa,36,290
9,URGENTE: Account bloccato admin_01 - errore OutOfMemoryError su sistema catalogo - memory leak con bug,"error validazione codice fiscale per nuovo cliente Scarfoglio, Panatta e Scarlatti s.r.l.. Il system lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione.. Segnalato anche moduloe",Amministrazione,alta,102,299
10,Bug interfaccia: anagrafica Pedrazzini Group illeggibile (campi vuoti) con login fallito - sconto,"L'utente operatore_23 segnala lentezza esasperante nel modulo fatzione. Il slavataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente produzione. con login fallito sincronizzazione",Amministrazione,media,97,297
11,Task: aggiornamento anagrafica pianificato,"Duplicazione righe in visualizzazione estratto conto Borghese, Guarneri e Gaggini SPA. Le fatture appaiono due volte nella lista a video. Il asldo finale è corretto, è solo un problem visivo che confonde gli operatori. Richiesta pulizia della view nel modulo clienti. con listino con ordine urgente errore critico",Amministrazione,alta,42,313
12,Task: aggiornamento anagrafica pianificato,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 3 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sguli utenti attivi o sul servizio di produzione. con memory leaki,Amministrazione,bassa,42,272
13,Task: aggiornamento anagrafica pianificato con disponibilità per login fallito,"Nota di update anagrafica per cliente Bruno, Fabrizi e Bulzoni s.r.l. nel sistema ordini. Inseriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. sistema bug memory leak con disponibilità",Amministrazione,media,78,334
14,Errore critico: impossibile completare pagamento ordine ORD-53018 - negoziazione - login fallito memory leak,"Discrepanza IVA su fattura estera 4155/24. Il sistema calcola un importo diverso da quello atteso per il cliente Andreotti, Gregori e Modiano e figli. Differenza di pcohi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo ordini.",Amministrazione,alta,108,277
15,Errore calcolo IVA: importo errato su fat estera (non validabile),"Timeout puntuale durante la ricerca fatture per data. La query va in error solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione.s",Amministrazione,media,65,251
16,Info: statistiche licenze Linea Accessori per condizioni commerciali,"Attività di background: archiviazione documenti storici cliente Segni s.r.l. per anno 1999. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.",Amministrazione,bassa,68,323
17,Task: aggiornamento anagrafica pianificato,"Erorre di stampa isolato: impossibile stampare la fattura 3147/23. Il sistema genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Moschino Group è in attesa del cartaceo per il ritiro merce.",Amministrazione,media,42,267
18,Timeout ricerca: impossibile filtrare fatture > 30 giorni,"Il sys ordini non risponde alle richieste di access da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 4 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente sviluppo con timeout continui.",Amministrazione,alta,57,335
19,Export fallito: report mensile si blocca a metà (serve urgente) con errore critico sincronizzazione listino,"Attività di background: archiviazione documenti storici cliente Bombieri Group per nano 2002. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per ilberare spazio. Nessuna urgenza operativa: il task può girare nei mometni di inattività del applicativo. Operazione di manutenzione ordinaria del database.",Amministrazione,alta,107,329
20,Batch: consolidamento dati contabili,"Monitoraggio passivo dei log omdulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale. - relativo a sistema",Amministrazione,bassa,36,289
21,Batch: consolidamento dati contabili con bug,"L'utente mario.rossi segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni ftatura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente staging.",Amministrazione,media,44,262
22,Archivio: documentazione storica 2014,Richiesta estrazione dati statistici su utilizzo licenze Linea Accessori. Il report serve esclusivamente per proiezioni di budgte anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono.,Amministrazione,bassa,37,258
