id,title,body,category,priority,title_length,body_length
1,,"iTmeout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molot scomodo per l'operatività uqotidiana, serve ottimizzazione.o",Amministrazione,media,0,252
2,,Procedura di backup storico: export fatture anno 1974 per archivio sicurezza. Generazione file statico in formato CSV da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.. Segnalato anche datit,Amministrazione,bassa,0,289
3,,"L'account utente operatore_23 risulta bloccato dal sistema vendite con errore ""502"". L'utente deve urgentemente accedere per completare l'elaborazione delle fatture per il cliente Borroni-Pennetta Group. Il blocco sta ipmattando le operazioni di chiusura ordini e l'invio documenti contaibli. Si richiede intervento problemi tecnici mimediato per ripristino access entro entro oggi. per bug performance performance",Amministrazione,alta,0,414
4,,"Impossibile allegare PDF al record della fatt. 3683/23. Il bottone 'Upload' non risponde o dà err di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di ulpoad, il resto funziona. sconto con crash - timeout",Amministrazione,media,0,265
5,,Richiesta estrazione dati tsatistici su utilizzo liecnze Linea Basic. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. - relativo a email,Amministrazione,bassa,0,273
6,,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con errore generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto. - login fallito bug errore criticou,Amministrazione,alta,0,259
7,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 2 utenti che non accedono da emsi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. con timeout per listino - disponibilità,Amministrazione,media,0,295
8,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.",Amministrazione,bassa,0,268
9,,"Attività di background: archiviazione documenti storici cliente Ficino, Argenti e Palumbo Group per anno 2002. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database. - relativo a urgente",Amministrazione,alta,0,363
10,,"Attività di background: archiviazione documenti storici cliente Taliecrio, Guidone e Garozzo s.r.l. per anno 1977. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database. per bug per bug",Amministrazione,media,0,362
