id,title,body,category,priority,title_length,body_length
1,,Richiesta estrazione dati statistici su utilizzo licenze Linea acc.ri. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. - relativo a problema,Amministrazione,media,0,277
2,,Nota di aggiornamento anagrafica per cliente Tommaseo s.r.l. nel system reportistica. Inseriti dati nuovo referente admin_01 a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. per preventivo - memory leak memory leak,Amministrazione,bassa,0,326
3,,"L'account operatore_23 risulta bloccato per troppi tentativi di accesso errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro ser.a Non è un problema di system generalizzato, solo utenza singola. - performance - performance con disponibilità",Amministrazione,alta,0,299
4,,"Impossibile allegare PDF al record della fattura 5784/23. Il bottone 'Upload' non rispodne o dà err di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona.",Amministrazione,media,0,240
5,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale. account",Amministrazione,bassa,0,276
6,,"Problema di visualizzazione anagrafcia cilente Brunello-Gregorio SPA. Alcuni campi (telefono, indirizzo) appaiono vuoit anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia assistenza da correggere. - ordine urgente per timeout",Amministrazione,alta,0,284
7,,"Mancato allineamento incassi: il bonifico di 110.42 non risulta in contabilità. In banca è presente, ma il modulo doczione non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Trupiano-Morucci Group. Il problema riguarda solo i bonifici di eiri. - relativo a controllo con bug timeout - crash",Amministrazione,media,0,362
8,,Proposat di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 1 utenti che non accedono da mesi. Attività di igiene del database da schedulare cmoe task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,0,255
9,,"L'account utente operatore_23 risulta bloccato dal sistema assistenza con error ""NullPointerException"". L'utente deve urg.mente accedere per completare l'elaborazione delle fatture per il cliente Faggiani, Lucciano e Malipiero s.r.l.. Il blocco sta impattando le operazioni di chiusura ordini e l'nivio documenti contabili. Si richiede intervento tecnico immediato per ripristino accesso entro in giornata. per listino negoziazione performance",Amministrazione,alta,0,443
10,,Errore validazione codice fiscale per nuovo cliente Tarantini-Piovani SPA. Il system lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione.,Amministrazione,media,0,258
11,,"err. di stampa isolato: impossibile stampare la fatt. 2076/22. Il applicativo genera il PDF correttamente a vidoe, ma l'invio alla stampante fallisce. Atlre fatture vengono stampate regolarmente. Il cliente Buonauro, Acerbi e Finetti Group è in attesa del cartaceo per il ritiro merce.g",Amministrazione,media,0,286
12,,"Attività di background: archiviazione documenti storici cliente Romagnoli Group per anno 1977. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei mmoenti di inattività del sistema. Operazione di manutenzione ordinaria del database.",Amministrazione,bassa,0,326
13,,"L'utente operatore_23 segnala lenetzza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un bolcco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance dtaabase o rete su ambiente produzione. errore critico - preventivo",Amministrazione,alta,0,294
