id,title,body,category,priority,title_length,body_length
1,Blocco sistema durante elaborazione fattura 7397/23 per Pisacane-Zaccagnini s.r.l.,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale., problema su utenteo",Amministrazione,media,82,289
2,Batch: consolidamento dati contabili,Nota di update anagrafica per cliente Pavone s.r.l. nel system clienti. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. performance - listino per memory leak,Amministrazione,bassa,36,313
3,Discrepanza contabile: bonifico 452.61 non visibile (chiusura bloccata),Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con err generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto. per ordine urgente,Amministrazione,alta,71,239
4,Rallentamento fatturazione: salvataggio impiega 40 secondi (troppo),Nota di aggiornamento anagrafica per cliente Alighieri e figli nel sys. reporitstica. Inseriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.,Amministrazione,media,67,288
5,Backup: storico fatture 2004 - negoziazione,Nota di aggiornamento anagrafica per cliente Cherubini-Mazzacurati Group nel sistema vendite. Inseriti dati nuovo refreente admin_01 a puro titolo informativo per il database. Nsesuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico conttati.,Amministrazione,bassa,43,293
6,Log: inserimento anagrafica Canetta-Magnani s.r.l. - errore critico per performance,"Timeout puntuale durante la ricerca fatture per data. La query va in error solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione.",Amministrazione,alta,83,250
7,err. stampa: impossibile stampare fattura 9327/20 (cliente aspetta),Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con bug generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto. buge,Amministrazione,media,67,225
8,Task: aggiornamento anagrafica pianificato,"Duplicazione righe in visualizzazione estratto conto Pergoelsi e figli. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un errroe viisvo che confonde gli operatori. Richiesta pulizia della view nel modulo catalogo.",Amministrazione,bassa,42,252
9,"Log: inserimento anagrafica Lucarelli, Pasolini e Ferretti Group - timeout","Durante l'elaborazione della fattura 4984/20 per il cilente Lucarelli, Pasolini e Ferretti Grou,p il sistema ordini si è bloccato generando error OutOfMemoryError. L'operzaione di registrazione paagmento di 1245.47 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-51992. Necessario intervento urgente per sbloccare il processo di fatturazione.",Amministrazione,alta,74,380
10,Funzione rotta: tasto upload PDF non cliccabile,"L'utente mario.rossi segnala lentezza esasperante nel modulo doczione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività del'lufficio. Necessaria verifica performance database o rete su ambiente sviluppo. con login fallito",Amministrazione,media,47,277
11,Sistema fermo fatturazione non risponde - utenti bloccati su gestione anagrafiche crash - errore critico con sconto,"Problema di visualizzazione anagrafica cliente Zoppetto-Petrocelli s.r.l.. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia fatt.zione da correggere.",Amministrazione,alta,115,260
12,Bug interfaccia: anagrafica Sandi e figli illeggibile (campi vuoti) disponibilità con performance,"Discrepanza IVA su fattura estera 7609/24. Il system calcola un importo diverso da quello atteso per il cliente Sanid e figli. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo clienti.u",Amministrazione,media,97,255
13,Backup: storico fatture 1989,"Monitoraggio apssivo dei log modulo gestione utenti per staitstiche utilizzo. Anlaisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzzaioni, senza impatto attuale.",Amministrazione,bassa,28,268
14,Anomalia visiva: duplicazione righe estratto conto (confusione) ordine urgente - listino,"Data entry: modifica scheda informativa cliente Petrassi, oCmboni e Onio s.r.l.. Aggiornamento campi email ermenegildovecoli@pastine.it e referente giulia.verdi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestbiile in background.",Amministrazione,alta,88,292
15,Info: statistiche licenze Linea Premium - negoziazione per disponibilità,"Mancato allineamento incassi: il bonifico di 716.60 non risulta in contabilità. In banca è presente, ma il modulo ordini non lo ha ipmortato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Granatelli, Oliboni e Petruzzi SPA. Il problema riguarda solo i bonifici di ieri.",Amministrazione,media,72,325
16,Batch: consolidamento dati contabili,Richiesta estrazione dati statistici su utiilzzo licenze Linea Pro. Il rpeort serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quanod le risorse lo permettono.p,Amministrazione,bassa,36,253
17,Rallentamento fatturazione: salvataggio impiega 40 secondi (troppo) - listino timeout per negoziazione,Nota di aggiornamento anagrafica per cliente Peano-Parpinel s.r.l. nel sistema reportistica. Inseriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. per login fallitoo,Amministrazione,media,102,314
18,Info: statistiche licenze Linea loginri,"err di stampa isolato: impossibile stampare la fattura 9690/20. Il sys. genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Peruzzi, Agazzi e Paruta e figli è in attesa del cartaceo per il ritiro merce.. Segnalato anche richiesta",Amministrazione,media,39,306
19,Task: aggiornamento anagrafica pianificato condizioni commerciali,"Duplicazione righe in visualizzazione estratto conto Tedesco-Aldobrandi e figli. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un err visivo che confonde gli operatori. Richiesta pulizia della view nel modulo fatturazione. con condizioni commerciali",Amministrazione,bassa,65,289
20,Blocco sistema durante elaborazione fattura 5290/20 per Turrini-Treves e figli,"Problema di visualizzazione anagrafica cliente uTrrini-Treves e figli. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia ordini da correggere.",Amministrazione,media,78,252
21,Export fallito: report mensile si blocca a metà (serve urgente),"Timeout puntuale durante la ricerca fatture per data. La qeury va in bug solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione.",Amministrazione,alta,63,248
22,problem validazione: codice fiscale corretto rifiutato dal sistema performance,"Attività di background: archiviazione documenti storici cliente Seddio, Romano e Bonatti Group per anno 2006. Si tratta di spostare vecchi file f(atture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del system. Operazione di manutenzioen ordinaria del database.",Amministrazione,bassa,78,340
23,Account bloccato: utente operatore_23 fermo (troppi tentativi),"Il sys. vendite non risponde alle richeiste di accesso da parte degli utenti amministrativi. bAbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 2 utenti bloccati, nessuno riesce ad accedere alel funzionalità di gestione documenti. Il issue si manifesta in ambiente staging con timeout continui. con listino",Amministrazione,alta,62,346
24,Rallentamento fatturazione: salvataggio impiega 40 secondi (troppo) sconto con sincronizzazione - negoziazione,"Attività di background: archiviazione documenti storici cliente Mazzeo-Castellitto e figli per anno 2024. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.. Segnalato anche controllo disponibilità - negoziazione",Amministrazione,media,110,393
25,Errore validazione: codice fiscale corretto rifiutato dal sistema,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con bug generic.o I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto.,Amministrazione,media,65,220
