id,title,body,category,priority,title_length,body_length
1,Anomalia visiva: duplicazione righe estratto conto (confusione) - disponibilità per login fallito con condizioni commerciali,"Errore validazione codice fiscale per nuovo cliente oFscari e figli. Il applicativo lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione., problema su dati",Amministrazione,media,124,275
2,Mancata notifica: email approvazione persa (processo fermo) con login fallito condizioni commerciali,Procedura di backup storico: export fatture anno 1983 per archivio sicurezza. Generazione file statioc in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,100,266
3,Monitoraggio: log modulo utenti (nessun errore) per listino con timeout - performance,"Il sistema clienti non risponde alle richieste di accesso da parte degli uetnti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 5 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il issue si manifesta in ambiente sviluppo con timeout continui.",Amministrazione,alta,85,338
4,Mancata notifica: email approvazione persa (processo fermo),"Mancato allineamento incassi: il bonifico di 500.9 non risulta in contabilità. In banca è presente, ma il modulo clienti non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Grisoni-Legnante Group. Il problema riguarda solo i bonifici di ieri.",Amministrazione,media,59,313
5,Funzione rotta: tasto upload PDF non cliccabile,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 9 utenti che non accedono da mesi. Attività di igiene del datbaase da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,47,255
6,applicativo fermo ordini non risponde - utenti bloccati su gestione anagrafiche con login fallito per preventivo,"Durante l'elaborazione della fattura 9973/20 per il cliente Canali s.r.l., il sistema ordini si è bloccato generando errore 502. L'operazione di registrazione pagamento di 840.02 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-72545. Necessario intervento urgente per sbloccare il processo di fatturazione.",Amministrazione,alta,112,344
7,Archivio: documentazione storica 1987,Nota di aggiornamento anagrafica per cliente Salvini-Salata SPA nel sistema clienti. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. - timeout - condizioni commerciali per disponibilità,Amministrazione,media,37,341
8,Manutenzione: pulizia account inattivi,Nota di update anagrafica per cliente Bettin-Pistoletto Group nel system ordini. Inseriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. - relativo a  help!r,Amministrazione,bassa,38,304
9,Export fallito: report mensile si blocca a metà (serve urgente),"Nota di aggiornamento anagrafica per cliente Berlusconi, Maderno e Trentin SPA nel system ordini. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. per sincronizzazione - errore critico - performance",Amministrazione,alta,63,353
10,Anomalia visiva: duplicazione righe estratto conto (confusione) con login fallito condizioni commerciali,"Impossibile allegare PDF al record della fatt. 2900/20. Il bottone 'Upload' non risponde o dà error di permessi. Il documento deve essere archiviato digitalmente entro fine mese. pb. limitato alla funzione di upload, il resto funziona., problema su documento",Amministrazione,media,104,258
11,Funzione rotta: tasto upload PDF non cliccabile - errore critico,"Timeout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli opertaori a fare ricerche frazionate. Molto scomodo per l'operaitvità quotidiana, serve ottimizzazione. con scontoo",Amministrazione,alta,64,263
12,Funzione rotta: tasto upload PDF non cliccabile con listino per sincronizzazione sconto,Nota di update anagrafica per cliente Trezzini s.r.l. nel sistema magazzino. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.,Amministrazione,bassa,87,280
13,Task: aggiornamento anagrafica pianificato con bug,"error di stampa isolato: impossibile stampare la fattura 2466/21. Il sistema genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il clinete Bembo, Druso e Fibonacci SPA è in attesa del cartaceo per il ritiro merec.. Segnalato anche contattare supporto - timeout - sconto",Amministrazione,media,50,336
14,Task: aggiornamento anagrafica pianificato,"Problema di visualizzazione anagrafica cliente Bellocchio Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia vendite da croreggere.",Amministrazione,media,42,247
15,Manutenzione: pulizia account inattivi,"Data entry: modifica scheda informativa cliente Moretti-Saffi Group. Aggiornamento campi email mauriliotrussardi@galilei.it e referente admin_01. Modifica puramnete formale per completezza anagrafica. Attviità amministrativa standard di basso livello, gestibile in background.. Segnalato anche IMPORTANTE - crash",Amministrazione,bassa,38,312
