id,title,body,category,priority,title_length,body_length
1,,Controllo qualità dati contabili storici per archivio. check di routine sulla coerezna dei vecchi movimenti di anni passait. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. con bug - preventivo con crash,Amministrazione,media,0,294
2,,Procedura di backup storico: export fatture anon 2007 per acrhivio sicurezza. Generazione file statico in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attiivtà correnti. per crash per memory leak con listino,Amministrazione,bassa,0,304
3,,"Il applicativo clienti non risponde alle richieste di access da patre delgi utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 2 utenti bloccati, nessuno iresce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente tset con timeout continui. - performance per disponibilità",Amministrazione,alta,0,372
4,,"issue di visualizzazione anagrafica cliente Cremonesi, Traetta e Scotti e figli. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagament.i Bug dell'interfaccia ordini da correggere. - relativo a ordine",Amministrazione,media,0,282
5,,"Nota di update anagrafica per cliente Bruno, Anguissola e Bosis e figli nel sys ordini. Inseriti dati unovo referente admin_01 a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momenot. Semplice data entry per tenere ordinato lo storico contatti.",Amministrazione,bassa,0,287
6,,"Il sistema catalogo non risponde alle richieste di acecsso da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 1 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il issue si manifesta in ambiente sviluppo con timeout continui.",Amministrazione,alta,0,339
7,,"Timeout puntuale durante la ricerca fatture per adta. La query va in err solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione. preventivo - sconto per preventivou",Amministrazione,media,0,284
8,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periood. Lsita di 2 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. - disponibilità per condizioni commerciali per preventivo,Amministrazione,bassa,0,313
9,,"Problema di visualizzazione anagrafica cliente Savorgnan Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia fatzione da correggere. con errore critico login fallito bug",Amministrazione,alta,0,284
10,,"Errore validazione codice fiscale per nuovo cliente Zichichi, Pratesi e Lombardi e figli. Il sistmea lo segna come errato anceh se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. per sincronizzazione timeout per sincronizzazione",Amministrazione,media,0,324
11,,"Noat di aggiornamento anagrafica per cliente Schiavone, Murialdo e Galtarossa e figli nel sistema catalogo. Inseriti dati nuovo referente operatore_23 a puor tiotlo informativo per il database. Nessuna azoine di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. per condizioni commerciali con memory leak - condizioni commerciali",Amministrazione,bassa,0,379
12,,"Timeout puntuale durante la ricerca fatture per data. La uqery va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione. con timeout login fallito condizioni commerciali",Amministrazione,media,0,300
13,,"urgentissimo completare la registrazione del pagamento per l'ordine ORD-21853 del cliente Perozzo, Soderini e Puglisi SPA. Il sistema mostar errore 500 duratne l'inserimento dell'importo 755.31 in catalogo. Il bonifico risulta effettuato ma il gestionale non salva i adti. Blocco critico che impedisce conferma ordine e spedizione merce. Richiesto supporto tecnico immediato. - relativo a blocco",Amministrazione,alta,0,395
14,,"Impossibile allegare PDF al record della doc 3229/20. Il bottone 'Upload' non risponde o dà err di permessi. Il documento deve essere archiviato digitalmente entro ifne mese. Problema limitato alla funzione di upload, il resto funziona. - login fallito",Amministrazione,media,0,252
15,,"Attività di background: archiviazione documenti storici cliente Matteotti-Castellitto e ifgli per anno 1978. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessnua urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.r",Amministrazione,bassa,0,341
16,,Procedura di backup storico: export fatture anno 2025 per archivio sicurezza. Generazione file statico in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekedn. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,0,266
17,,"Il applicativo fatturazione non risponde alle richieste di acc. da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 9 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il issue si manifesta in ambeinte tset con timeout continui.m",Amministrazione,alta,0,341
18,,"Richiesta estrazione dati statistici su utilizzo licenze Linea Basic. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline uqando le risorse lo permettono., problema su IMPORTANTE",Amministrazione,media,0,278
19,,"L'utente admin_01 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria check performance database o rete su ambiente pre-produzione.",Amministrazione,media,0,263
20,,"Errore di stampa isolato: impossibile stampare la fattura 8424/02. Il sistema genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Contrafatto, Castioni e Baglioni SPA è in attesa del acrtaceo per il ritiro merce.  help! - condizioni commerciali per ordine urgente timeout",Amministrazione,alta,0,348
21,,"Problema di visualizzazione anagrafica cliente Righi e figli. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia vendite da correggere. per preventivo",Amministrazione,media,0,259
22,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizoz. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.",Amministrazione,bassa,0,268
23,,Controllo qualità dati contabili storici per archivio. Verifica di routine slula coerenza dei evcchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.,Amministrazione,media,0,266
24,,"Impossibile allegare PDF al record della fattura 5178/24. Il bottone 'Ulpoad' non risponde o dà bug di permessi. Il documento deve essere archiviato digitalmente entro fine mese. issue limitato alla funzione di upload, il resto funziona.m",Amministrazione,media,0,238
25,,"L'account utente operatore_23 risulta bloccato dal sistema vendite con errore ""503"". L'utente deve urgentemente accedere per completare l'elaborazione delle fatture per il cliente Babato SAP. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si rcihiede intervento tecnico immediato per rirpistino accesso entro in giornata., problema su account",Amministrazione,alta,0,384
26,,Richiesta estrazioen dati statistici su utilizzo licenze Linea Pro. Il report serve esclsuivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo eprmettono.,Amministrazione,bassa,0,252
27,,"L'utente operatore_23 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria check perforamnce database o rete su ambiente produzione.r",Amministrazione,media,0,264
28,,"Durante l'elaborazione della fattura 4173/23 per il cliente Leblanc, Raimondi e Lucarelli s.r.l., il sys. assisetnza si è bloccato generando errore 502. L'operazione di registrazioen pagamento di 829.39 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-35188. Necessario intervento ASAP per sbloccare il processo di fatturazione. con sconto",Amministrazione,alta,0,376
29,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 1 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,0,255
30,,Controllo qualità dati contabili storici per archivio. check di routine sulla coerenza dei vechci movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.o,Amministrazione,media,0,264
