id,title,body,category,priority,title_length,body_length
1,,"Timeout puntuale durante la ricerca fatture per data. La uqery va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione.. Segnalato anche pagamento per listino con listino con listino",Amministrazione,media,0,314
2,,Nota di aggiornamento anagrafica per cliente Fieramosca s.r.l. nel sys magazzino. Inseriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. ordine crash,Amministrazione,bassa,0,297
3,,"Durante l'elaborazione della fattura 8641/21 per il cliente Novaro, Toldo e Morlacchi s.r.l., il sistema vendite si è bloccato generando errore OutOfMemoryError. L'operazione di registrazione pagamento di 504.53 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-91833. eNcessario intervento urgent per sbloccare il processo di fatturazione.",Amministrazione,alta,0,376
4,,"L'utente admin_01 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni afttura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente sviluppo.p",Amministrazione,media,0,261
5,,Procedura di bcakup storico: exoprt fatture anno 2021 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job nottruni o weekend. Serve solo per compliance e non per attività correnti. con sconto - login fallito con negoziazione,Amministrazione,bassa,0,312
6,,"L'account utente giulia.verdi risulta bloccato dal system reportistica con errore ""SQL_ERROR_1045"". L'utente deve urgentemente accdeere per completare l'elaborazione delle fatture per il cliente Ferrata, Gullotta e Luciani SPA. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino accesso entro entro oggi. crash",Amministrazione,alta,0,404
7,,"Problema di visualizzazione anagrafica cliente Ceravolo Group. Alcuni campi (telefoon, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia clienti da correggere.",Amministrazione,media,0,245
8,,"Data entry: modifica scheda informativa cliente Vittadello, Cignaroli e Maspero e figli. update campi email adinolfipier@soderini.com e referente mario.rossi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,0,289
9,,"Il sys vendite non risponde alle richieste di accesso da parte degli utenti amministrativi. Abbaimo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 10 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si mainfesta in ambiente produzione con timeout continui., problema su accesso sincronizzazione con memory leak disponibilità",Amministrazione,alta,0,408
10,,"Problema di visualizzazione anagrafica cliente Caironi, Mazzini e Tagliafierro Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia vendite da correggere.",Amministrazione,media,0,268
11,,"Attività di background: archiviazione documenti storici cliente Beccaria e figli per anno 2000. Si tratta di spostare vecchi flie (fatture, contratti) nell'rachivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenit di inattività del sys.. Operazione di manutenzione ordinaria del database. - relativo a verifica",Amministrazione,media,0,346
12,,Procedura di backup storico: export fatture anno 2011 per archivio sicurezza. Generazione file statico in formato CSV da cosnervare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. utente - sincronizzazione con performance,Amministrazione,bassa,0,308
13,,"Il system assistenza non risponde alle richieste di access da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 8 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il porblema si manifesta in ambiente produzione con timeout continui.",Amministrazione,alta,0,344
14,,"Attività di background: archiviazione documenti storcii cliente Sordi, Galtarossa e Carnera s.r.l. per anno 2023. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database. negoziazione con ordine urgente",Amministrazione,alta,0,377
15,,"Duplicazione righe in visualizzazione estratto conto Correr-Argurio SPA. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un bug visivo che confonde gli operatori. Richiesta pulizia della view nel mdoulo vendite.. Segnalato anche blocco",Amministrazione,media,0,273
16,,"Attività di background: archiviazione documenit storici cliente Mazzi-Toscanini SPA per anno 1981. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del applicativo. pOerazione di manutenzione ordinaria del database.",Amministrazione,bassa,0,334
17,,Richiesta estrazione dati statistici su utilizzo licenze Linea Premium. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono.,Amministrazione,bassa,0,256
18,,"L'utente mario.rossi segnala lentezza esasperante nel modulo doczione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente produzione. con preventivo",Amministrazione,media,0,276
