id,title,body,category,priority,title_length,body_length
1,,"Mancata ricezione notifica approvazione ordine ORD-44021. Il responsabile ha approvato, ma l'email non è arrivaat all'amministrazione. Senza notifica la fatturazione non parte. Verificare code di posta in uscita su ambienet produzione.",Amministrazione,media,0,235
2,,Procedura di backup storico: export fatture anno 2006 per archivio sicurezza. Generazione file statico in formato CSV da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. - relativo a documento,Amministrazione,bassa,0,289
3,,"Durante l'elaborazione della fattura 5560/22 per il cliente Verdone-Modugno Group, il applicativo reportistica si è bloccato generando err 503. L'operazione di registrazione pagametno di 1358.32 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-17398. Necessario intervento urgent per sbloccare il processo di fatturazione. per preventivo con ordine urgente per bug",Amministrazione,alta,0,401
4,,"Data entr:y modifica scheda informativa cliente Cerquiglini, Giannotti e Armellini SPA. Aggiornamento campi email kpignatti@barozzi-navone.it e referente operatore_23. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,media,0,298
5,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale. - sconto con crash per crash",Amministrazione,bassa,0,297
6,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 8 utenti che non accedono da mesi. tAtività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenit attivi o sul servizio di produzione. - relativo a urgentea,Amministrazione,alta,0,277
7,,Controllo qualità dati contabili storici per archivio. check di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. - relativo a  cc: direttore,Amministrazione,media,0,291
8,,"Data entry: modifica scheda informativa cliente Bresciani, Pacillo e Bignami Group. Aggiornamento campi email beppe55@maccanelli.org e referente giulia.verdi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso lievllo, gestibile in background. - listino con condizioni commerciali condizioni commerciali",Amministrazione,bassa,0,349
9,,"Problema di visualizzazione anagrafica cliente Chiappetta, Tremonti e Gritti s.r.l.. Alcuni campi (telefono, indirizzo) appaiono vuoti anhce se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia assistenza da correggere. ordine urgente",Amministrazione,alta,0,285
10,,"Mancata riczeione notifica approvazione ordine ORD-12323. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. checkre code di posta in uscita su ambiente test.",Amministrazione,media,0,226
11,,"Impossibile allegare PDF al record della doc 7919/20. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona. - condizioni commerciali - disponibilità listino",Amministrazione,media,0,288
12,,Procedura di backup storico: export fatture anno 2013 per archivio sicurezza. Generazione file statico in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,0,266
13,,"L'account utente mario.rossi risulta bloccato dal sys. reportistica con errore ""504"". L'utente deve urgentemente accedere per completare l'elaborazione delle fatture per il cilente Travia-Bernardini SPA. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento issue tec immediato per ripristino accesso entro entro oggi.",Amministrazione,alta,0,376
14,,"Mancato allineamento incassi: il bonifico di 253.79 non risulta in contabilità. In banca è presente, ma il modulo assistenza non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la opsizione del cliente Ferrata Group. Il problema riguarda solo i bonifici di ieri. timeout sincronizzazione",Amministrazione,media,0,333
15,,Procedura di backup storico: export fatture anno 1979 per archviio sicurezza. Generazione flie statico in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,0,266
16,,"Il system vendite non risponde alle richieste di accesso da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche cilenti e fornitori. Circa 6 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente test con timeout continui. sconto - performance",Amministrazione,alta,0,357
17,,"Dicsrepanza IVA su doc estera 4666/24. Il sistema calcola un importo diverso da qulelo atteso per il cliente Tirabassi, Muti e Cuzzocrea s.r.l.. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo vendite. - relativo a dati",Amministrazione,media,0,290
18,,"Mancato allineamento incassi: il bonifico di 810.81 non risulta in contabilità. In banca è presnete, ma il modulo doczione non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Sforza, Sommaruga e Luxardo Group. Il pb. riguarda solo i bonifici di ieri.. Segnalato anche dati sincronizzazione crash - negoziazione",Amministrazione,media,0,381
19,,Nota di aggiornamento anagrafica per cliente Farnese s.r.l. nel sistema ordini. Inseriti dati nuovo referente operatore_23 a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice daat entry per tenere ordinato lo storico contatti.a,Amministrazione,bassa,0,284
20,,"L'account operatore_23 risulta bloccato per troppi tentativi di accesso errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini etnro sera. Non è un problema di isstema generalizzato, solo utenza singola. - condizioni commerciali con performancei",Amministrazione,alta,0,296
21,,"Timeout puntuale durante la ricerca fatture per data. La query va in errore oslo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività qoutidiana, serve ottimizzazione.. Segnalato anche ordinei",Amministrazione,media,0,276
22,,"Duplicazione righe in visualizzazione estratto conto Montalcini, Pistoletto e Brambilla e figli. Le fatture appaiono due volte nella ilsta a video. Il saldo finale è corretto, è solo un err visivo che confonde gli operatori. Richiesta pulizia della view nel modulo reportistica. per disponibilità per disponibilità",Amministrazione,bassa,0,314
23,,"Timeout puntuale durante la ricerca fatture per data. La qeury va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molot scomodo per l'operatività quotidiana, serve ottimizzazione.",Amministrazione,media,0,251
24,,"Macnata ricezione notifica approvazione ordine ORD-72804. Il responsabile ha apprvoato, ma l'email non è arrivata all'amministrazione. Senza ontifica la fatturazione non parte. Verificare code di posta in uscita su ambeinte staging. per disponibilità disponibilità per disponibilità",Amministrazione,media,0,282
25,,"Il sistema assistenza non risponde alle richieste di accesso da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le angarafiche clienti e fornitori. Circa 1 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il pb si manifesta in ambiente produzione con timeout continui.c",Amministrazione,alta,0,341
26,,"Data entry: modifica scheda informativa cliente Ziani-Iannotti s.r.l.. Aggiornamento campi email vanessavianello@tommaseo-goldoni.com e referente admin_01. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.i",Amministrazione,bassa,0,287
27,,err. validazione codice fiscale per nuovo cliente Chindamo-Riccati Group. Il sistema lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione.,Amministrazione,media,0,258
28,,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.,Amministrazione,media,0,266
29,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottmiizzazioni, senza impatto attuale.. Segnalato anche  grazie mille",Amministrazione,bassa,0,299
30,,"Problema di visualizzazione anagrafica cliente Briccialdi e figli. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia reportistica da correggere.. Segnalato anche versione timeout con errore critico per disponibilità",Amministrazione,alta,0,325
31,,"L'account utente admin_01 risulta bloccato dal sistema magazzino con errore ""502"". L'utente deve urgentemente accedere per completare l'elaborazione delle fatture per il cliente Puccini SPA. Il lbocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino access entro entro 2 ore.",Amministrazione,alta,0,361
32,,"Impossibile allegare PDF al record della doc 8501/21. Il bottone 'Upload' non risponde o dà err. di premessi. Il documento edve essere archiviato digitalmente entro fine mese. Problema limitato alal funzione di upload, il resto funziona. con scontom",Amministrazione,media,0,249
