id,title,body,category,priority,title_length,body_length
1,,"Discrepanza IVA su fattura etsera 2682/24. Il sistema calcola un importo divesro da quello atteso per il cliente Morpurgo-Fabrizi e figli. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta check configurazione aliquote nel modulo fatturazione. - relativo a IMPORTANTE",Amministrazione,media,0,292
2,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senaz impatto attuale.s",Amministrazione,bassa,0,269
3,,"L'account utente giulia.verdi risulta bloccato dal sys. vendite con errore ""SQL_ERROR_1054"". L'utente deve urgentissimomente accedere per completare l'elaborazione delle fatture per il cliente Finzi, Baglioni e Rizzoli Group. Il blocco sta impattando le operzaioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino acc. entro in giornata.",Amministrazione,alta,0,394
4,,"Duplicazione irghe in visualizzazione estratto conto Barracco s.r.l.. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un errore visivo che confonde gli operatori. Richiesta pulizia della view nel modulo fatturazione. con bug - sconto",Amministrazione,media,0,271
5,,Proecdura di backup storico: export fatture anno 1977 per archivio sicurezza. Generazione file statico in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,0,266
6,,"L'acocunt utente giulia.verdi risulta bloccato dal sys. assistenza con errore ""502"". L'utente deve urgentmente accedere per completare l'elaborazione delle fatture per il cliente Rossetti-Piccinni SPA. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si irchiede intervento tecnico immediato per ripristino accesso entro entro 2 ore. performance - preventivo",Amministrazione,alta,0,398
7,,"Attività di background: archiviazione documenti storici cliente Pistoletto-Boccherini s.r.l. per anno 2018. Si tratta di spostaer vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei mmoenti di inattività del sistema. Operazione di manutenzione ordinaria del database. - preventivo sconto con bug",Amministrazione,media,0,367
8,,"Data entry: modifica scheda informativa cliente Satta e figli. update campi email cerieliana@malipiero-littizzetto.com e referente mario.rossi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,0,274
9,,"L'account mario.rossi risulta bloccato per troppi tentativi di accesso errati. Serve sblocco manuale da parte dell'amministratore. L'tuente deve completare l'inserimento ordini entro sera. Non è un problema di applicativo generalizzato, solo utenza singola.",Amministrazione,alta,0,257
10,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 8 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utetni tativi o sul servizio di produzione. per timeout,Amministrazione,media,0,267
11,,"bug di stampa isolato: impossibile stampare la fattura 4338/24. Il sistema genrea il PDF correttamente a video, ma l'invio alla stampante afllisce. Altre fatture vengono stampate regolarmente. Il clienet Tasso-Marenzio e figli è in attesa del cartaceo per il ritiro merce.",Amministrazione,media,0,272
12,,"Attività di background: archiviazione documenti storici cliente GiannottiT-osto s.r.l. per anno 2014. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database. - condizioni commerciali",Amministrazione,bassa,0,358
13,,"Il sistema reportistica non ripsonde alle richieste di accesso da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 10 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il pb si manifesat in ambiente demo con timeout continui. problema",Amministrazione,alta,0,346
14,,"pb di visualizzazione anagrafica cliente Fagotto, Paruta e Bataglia Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per solleicto pagamenti. Bug dell'interfaccia assistenza da correggere. - sincronizzazione - bug - performance",Amministrazione,media,0,299
15,,"Data entry: modifica scheda informativa cliente Boccioni, Mogherini e Fornaciari e figli. Aggiornamento campi email monicellitina@schiavo.com e referente mario.rossi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standrad di basso livello, gestibile in background. con preventivo per preventivo",Amministrazione,bassa,0,327
16,,Procedura di backup storico: export fatture anno 1980 per archivio sicurezza. Generazione file statico in formato Excel da cosnervare server-side. Operazioen a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.. Segnalato anche timeout - preventivo listino,Amministrazione,media,0,314
17,,Controllo qualità dati contabili tsorici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. - ordine urgente - login fallito negoziazione ,Amministrazione,alta,0,313
18,,"L'utente admin_01 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria check performance database o rete su ambiente test.",Amministrazione,media,0,253
19,,Procedura di abckup storico: export fatture anno 2023 per arhcivio sicurezza. Generazione flie statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.t,Amministrazione,bassa,0,269
20,,"L'account uetnte giulia.verdi risulta bloccato dal system clienti con errore ""503"". L'utente deve urgentmente accedere per completare l'elaborazione delle fatture per il cliente Morricone-Dalla e figli. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino login entro entro oggi. blocco sconto",Amministrazione,alta,0,385
21,,"Durante l'elaborazione della fattura 5430/24 per il cliente Salandra Group, il sitsema assistenaz si è bloccato generando err. 503. L'operazione di registrazione pagamento di 1131.66 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD8-6357. Necessario intervento urgente per sbloccare il processo di fatturazione.",Amministrazione,alta,0,348
