id,title,body,category,priority,title_length,body_length
1,Rallentamento fatturazione: salvataggio impiega 40 secondi (troppo),Malfunzionaemnto export Excel per report mensile. La generazione del file si interrompe a metà con errore generico. I dati a video sono corretit. Serve il file esportato per riunione di domani mattina. Workaround richiesto. per condizioni commerciali,Amministrazione,media,67,250
2,Blocco sistema durante elaborazione fatt. 9509/20 per Farnese e figli crash sincronizzazione,"Attività di background: archiviazione documenti storici cliente Farnese e figli per anno 2008. Si tratta di sopstare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il atsk può girare nei momenti di inattività del applicativo. Operazione di manutenzione ordinaria del database. - relativo a accesso",Amministrazione,bassa,92,351
3,Monitoraggio: log modulo utenti (nessun errore) con disponibilità con disponibilità,"L'account utente operatore_23 risluta bloccato dal sys. clienti con problem ""ERR_CONNECTIONR_EFUSED"". L'utente deve urgentemente accedere per completare l'elaborazione delle fatture per il cliente Montalcini-Corcos Group. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti cnotabili. Si richiede intervento tecnico immediato per ripristino login entro in giornata.a",Amministrazione,alta,83,392
4,Blocco applicativo durante elaborazione fattura 4428/22 per Modiano-Sforza SPA - sconto,Controllo qualità dati contabili storici per archivio. check di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.i,Amministrazione,media,87,264
5,Monitoraggio: log modulo utenti (nessun err),"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per ufture ottimizzazioni, senza impatto attuale.",Amministrazione,bassa,44,268
6,urg.: Account bloccato operatore_23 - errore 503 su sistema doczione performance - negoziazione - login fallito,"L'utente operatore_23 segnala lentezza esasperante nel modulo doczione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance dataabse o rete su ambiente pre-produzione. - preventivo per listino",Amministrazione,alta,111,291
7,sys. fermo reportistica non risponde - utenti bloccati su gestione anagrafiche memory leak per negoziazione negoziazione,"L'utente operatore_23 segnala lentezza esasperante nel modulo doczione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dellu'fficio. Necessaria verifica performance database o rete su ambiente demo. login fallito per negoziazione - timeout",Amministrazione,media,120,297
8,Log: inserimento anagrafica Federici e figli preventivo - negoziazione,Richiesta estrazione dati statistici su utilizzo licenze Linea Premium. Il report serve esclusivamente per proiezioni di budget anon prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo eprmettono.,Amministrazione,bassa,70,256
9,Account bloccato: utente operatore_23 fermo (troppi tentativi) per crash,"Data entry: modifica scheda informativa cliente Pizzamano, Bonaventura e Ttoino s.r.l.. Aggioranmento campi email monicamicca@dalla.eu e referente operatore_23. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background. - relativo a ambiente",Amministrazione,alta,72,313
10,Info: statistiche licenze Linea Enterprise,"Problema di visualizzazione anagrafica cliente Totino Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rened difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia reportistica da correggere.",Amministrazione,media,42,248
11,Blocco sistema durante elaborazione fattura 7511/23 per Schiavo-Pareto SPA,"Discrpeanza IVA su fat estera 7511/23. Il sistema calcola un importo diverso da quello atteso per il cliente Schiavo-Pareto SPA. Differenza di pochi euro, ma impedisce la validazoine contabile. Richiesta check conifgurazione aliqoute nel modulo catalogo.",Amministrazione,media,74,254
12,Archivio: documentazione storica 2010 condizioni commerciali negoziazione,"Nota di aggiornamento anagrafica per cliente Mezzetta, Comboni e Barbarigo SPA nel sys magazzino. Inseriti dati nuoov referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tneere odrinato lo storico contatti.",Amministrazione,bassa,73,301
13,Info: statistiche licenze Linea Enterprise,"Data entry: modifica scheda informativa cliente Castellitto-Spinola e figli. Aggiornamento campi email virginia02@bragadin.it e referente admin_01. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background. aggiornamento - memory leak per errore criticoa",Amministrazione,alta,42,326
14,Backup: storico fatture 1996,"Nota di aggiornamento anagrafica per cliente Padovano, Marconi e Torlonia s.r.l. nel sistema vendite. Inseriti dati nuovo rfeerente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data etnry per tenere ordinato lo storico contatti.. Segnalato anche IMPORTANTE - sconto",Amministrazione,bassa,28,341
15,Bug interfaccia: anagrafica Gotti s.r.l. illeggibile (campi vuoti) - preventivo per memory leak,"Mancaat ricezione notifica approvazione ordine ORD-85088. Il responsablie ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non part.e Verificare code di posta in uscita su ambiente staging. per memory leak",Amministrazione,media,95,248
16,Archivio: documentazione storica 2024,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 2 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.r,Amministrazione,bassa,37,256
17,Errore critico: impossibile completare pagamento ordine ORD-25636 crash con bug,"Il sistema vendite non risponde alle richieste di accesso da parte degli utenti amministrativi. Abbiamo la rpoduzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 8 utenti blcocati, enssuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente demo con timeout continui. - performance memory leak con sincronizzazione",Amministrazione,alta,79,384
18,Log: inserimento anagrafica Cicala-Schiavo SPA,"L'utente giulia.verdi segnala lentezza esasperante nel modulo fatt.zione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria veriifca performance database o reet su ambiente test.r",Amministrazione,media,46,259
19,Funzione rotta: tasto upload PDF non cliccabile,"Nota di aggiornamento anagrafica per cliente Nicoletti, Bellini e Toldo e figli nel sistema vendite. Inseriti dati nuovo referente operatore_23 a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.",Amministrazione,bassa,47,304
20,Archivio: documentazione storica 1998,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con error generico. I dati a video sono corretti. Serve il flie esportato per riunione di domani mattina. Workaround richiesto.,Amministrazione,media,37,222
21,Backup: storico fatture 2013 per timeout - bug con errore critico,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 4 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.. Segnalato anche errore per disponibilità con login fallito con login fallito,Amministrazione,alta,65,333
22,Errore stampa: impossibile stampare fattura 8140/23 (cliente aspetta),"Durante l'elaborazione della fattura 8140/23 per il cliente Pezzali Group, il sistema reportistica si è bloccato generando err. NullPointerException. L'operazione di registrazione pagamento di 816.02 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-88061. Necessraio nitervento urg. per sbloccare il processo di fatturazione.",Amministrazione,alta,69,362
23,Export fallito: report mensile si blocca a metà (serve urg.),Controllo qualità dati contabili storici per archivio. check di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.,Amministrazione,media,60,263
24,Task: aggiornamento anagrafica pianificato,"L'utente giulia.verdi segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente demo.",Amministrazione,media,42,260
25,Mancata notifica: email approvazione persa (processo fermo),Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 1 utenti che non accdeono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun ipmatto sugli utenti attivi o sul servizio di produzione. - bug con condizioni commerciali,Amministrazione,media,59,288
