id,title,body,category,priority,title_length,body_length
1,Log: inserimento anagrafica Balotelli e figli,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con err. generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto.,Amministrazione,media,45,221
2,Info: statistiche licenze Linea Pro,Nota di aggiornamento anagrafica per cliente Franscini Group nel sistema doczione. Inseriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.,Amministrazione,bassa,35,285
3,Mancata notifica: email approvazione persa (processo fermo) per memory leak con errore critico per preventivo,"Procedura di backup storico: export fatture anno 1985 per archivio sicurezza. Generazione flie statico in formtao Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti., problema su contratto",Amministrazione,alta,109,291
4,Rallentamento fatturazione: salvataggio impiega 40 secondi (troppo),Richiesta estrazioen dati statistici su utilizzo licezne Linea Enterprise. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono.. Segnalato anche informazioniu,Amministrazione,media,67,290
5,Mancata notifica: email approvazione persa (processo fermo),Procedura di backup storcio: export fatture anno 2012 per archivio sicurezza. Generazione file statico in formato XML da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. - preventivo per sincronizzazione,Amministrazione,bassa,59,300
6,Backup: storico fatture 1983 per listino - errore critico performance,"pb. di visualizzazione anagrafica cliente Mengolo, Sforza e Ramazzotti Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il clietne per sollecito pagamenti. Bug dell'interfaccia ordini da correggere. - timeout timeout - memory leaka",Amministrazione,alta,69,292
7,err. stampa: impossibile stampare fattura 1145/22 (cliente aspetta),"Discrepanza IVA su doc estera 1145/22. Il sistema calcola un importo diverso da quello atetso per il cliente Montanari-Bertoli e figli. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta check configurazione aliquote nel modulo reportistica.. Segnalato anche ambiente",Amministrazione,media,67,291
8,Task: aggiornamento anagrafica pianificato per preventivo con login fallito,Nota di update anagrafica per cliente Correr-Calarco Group nel sistema fatt.zione. Inseriti dati nuovo referente operatore_23 a puro titolo informativo per il database. Nessnua azione di sincronizzazione richiesta al momento. Semplice data entry per tenree ordinato lo storico contatti.,Amministrazione,bassa,75,286
9,urgentissimo: Account bloccato operatore_23 - problem 503 su sistema magazzino con disponibilità per bug,Procedura di backup storico: export fatture anno 1989 per archivio sicurezza. Generazione file sattico in formato PDF da conservare server-sid.e Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,alta,104,266
10,sys. fermo fatturazione non risponde - utenti bloccati su gestione anagrafiche con timeout,"err validazione codice fisclae per nuovo cliente Borzomì, Abbagnale e Pisano SPA. Il sistema lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. per memory leak con sconto - login fallito",Amministrazione,media,90,309
11,Bug interfaccia: anagrafica Gotti-Pertini e figli illeggibile (campi vuoti),"Attività di background: archiviazione documenti storici cliente Gotti-Pertini e figli per anno 1974. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girrae nei momenti di inattività del system. Operazione di manutenzione ordinaria del database. - disponibilità timeout",Amministrazione,media,75,355
12,Manutenzione: pulizia account inattivi,"Attività di background: archiviazione doucmenti storici cliente Omma SPA per anno 2023. Si tratta di spostare vecchi fiel (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del daatbase.",Amministrazione,bassa,38,319
13,Blocco sistema durante elaborazione fatt. 9358/24 per Aldobrandi-Cappelli s.r.l. per login fallito ordine urgente,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con errore generico. I dati a video sono corretti. Serve il fiel esportato per riunione di domani mattina. Workaround richiesto. accesso,Amministrazione,alta,113,231
14,Export fallito: report mensile si blocca a metà (serve urgente) - condizioni commerciali con sincronizzazione login fallito,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare tredn di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.",Amministrazione,alta,123,268
15,Funzione rotta: tasto upload PDF non cliccabile per performance - timeout,Proposta di manutenzinoe ordinaria: pulizia account inattivi da lungo periodo. Lista di 5 utenti che non accednoo da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti tativi o sul servizio di produzione.,Amministrazione,media,73,255
16,Manutenzione: pulizia account inattivi,"Data entry: modifica scheda informativa cliente Barese SPA. Aggiornamento campi email romina28@rosmini-foa.net e referente giulia.verdi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background. per negoziazione per login fallito per condizioni commerciali",Amministrazione,bassa,38,329
17,Blocco sistema durante elaborazione fat 4038/20 per Civaschi s.r.l.,Controllo qualità dati contabili storici per archivio. Verifica di routien sulla coerenza dei vecchi movimenti di anni passati. Non blcoca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. per listino per negoziazione - preventivop,Amministrazione,media,67,309
18,Monitoraggio: log modulo utenti (nessun errore),"L'utente mario.rossi segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ongi fattura impiega 304-0 seconid. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente pre-produzione.",Amministrazione,media,47,269
19,Info: statistiche licenze Linea Pro,"Mancata ircezione notifica approvazione ordine ORD-93521. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatzione non parte. checkre code di posta in uscita su ambiente test.",Amministrazione,bassa,35,222
20,bug critico: impossibile completare pagamento ordine ORD-46029,"Impossiblie allegare PDF al record della fattura 3872/22. Il bottone 'Upload' non risponde o dà errore di permessi. Il odcumento deve essree archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona. non funziona per crash",Amministrazione,alta,62,266
21,Rallentamento fatturazione: salvataggio impiega 40 secondi (troppo) - bug con timeout errore critico,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.,Amministrazione,alta,100,266
22,Archivio: documentazione storica 2012,Procedura di backpu storico: export fatture anno 2012 per archivio sicurezza. Generazione file statico in formato CSV da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per comlpiance e non per attività correnti. sconto - disponibilità per listinoo,Amministrazione,bassa,37,302
23,err. stampa: impossibile stampare fat 5172/23 (cliente aspetta),"Problema di visualizzazione anagrafica cliente Volterra, Buonauro e Natta s.r.l.. Alcuni campi (telefono, indirizzo) appaiono vuoti anceh se popolati nel DB. Rende difficile contattrae il cliente per sollecito pagamenti. Bug dell'interfaccia fatturazione da correggere.i",Amministrazione,media,63,270
