id,title,body,category,priority,title_length,body_length
1,problem validazione: codice fiscale corretto rifiutato dal sistema - sconto,Malfunzionamento export xEcel per report mensile. La generazione del file si interrompe a emtà con errore generico. I dati a video sono corretti. Sreve il file esportato per riunione di domani mattina. Workaround richiesto.,Amministrazione,media,75,223
2,Info: statistiche licenze Linea Pro,Nota di aggiornamento anagrafica per cliente Argento s.r.l. nel sys. catalogo. Inseriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.,Amministrazione,bassa,35,281
3,"Blocco sistema durante elaborazione fattura 5302/21 per Mocenigo, Luria e Alfieri s.r.l. login fallito login fallito errore critico",Richiesta estrazione dati statistici su utiilzzo licenze Linea Basic. Il report serve esclusivamente per proizeioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. per sincronizzazione per negoziazione con negoziazione,Amministrazione,alta,131,309
4,Log: inserimento anagrafica Casadei Group,error validazione codice fiscale per nuovo cliente Casadei Group. Il sistema lo segna come errato anceh se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. per performance - timeout per login fallito,Amministrazione,media,41,294
5,Log: inserimento anagrafica Jilani-Marsili Group,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 5 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.u,Amministrazione,bassa,48,256
6,Export fallito: report mensile si blocca a metà (serve urgente),"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.",Amministrazione,alta,63,268
7,Mancata notifica: email approvazione persa (processo fermo) con sincronizzazione crash per timeout,"Mancata ricezione notifica approvazione ordien ORD-82095. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatt.zione non parte. Verificare code di posta in uscita su ambiente produzione. con login fallito disponibilità condizioni commerciali",Amministrazione,media,98,288
8,Funzione rotta: tasto upload PDF non cliccabile,"Data entry: modifica scheda informativa cliente Palumbo-Baglioni Group. Aggiornamento campi email jovinelligiacinto@abbagnale.it e referente giulia.verdi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.. Segnalato anche contattare supporto con disponibilità per preventivo",Amministrazione,bassa,47,355
9,Errore validazione: codice fiscale corretto rifiutato dal sistema disponibilità con errore critico con bug,Richiesta estrazione dati statistici su utilizzo licenze Linea Enterprise. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. per negoziazione - condizioni commerciali - condizioni commerciali,Amministrazione,alta,106,326
10,"Log: inserimento anagrafica Viola, Marinetti e Tropea s.r.l.","Timeout puntuale durante la ricerca fatture per data. La query va in error solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione. con sincronizzazione",Amministrazione,media,60,271
11,Backup: storico fatture 2001,"Il sys ordini non risponde alle richieste di accesso da parte degli uetnti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 10 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestioen documenti. Il issue si manifesta in ambiente demo con timeout continui., problema su IMPORTANTE per performance condizioni commerciali - listinoo",Amministrazione,alta,28,404
12,Mancata notifica: email approvazione persa (processo fermo) con disponibilità - sincronizzazione,"Attività di background: archiviazione documenti storici cliente Pace-Longhena SPA per anno 1981. Si tratta di psostare vecchi flie (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.",Amministrazione,bassa,96,328
13,Bug interfaccia: anagrafica Beffa-Caetani SPA illeggibile (campi vuoti),Nota di update anagrafica per cliente Beffa-Caetani SPA nel system fatturazione. Inseriti dati nuovo referente giulia.verdi a puro titolo niformativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per etnere ordinato lo storico contatti.,Amministrazione,media,71,284
14,Backup: storico fatture 1980,Procedura di backup storico: export fatture anno 1980 per archivio sicurezza. Generazione file statico in formato XML da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per tatività correnti.,Amministrazione,bassa,28,266
15,problem calcolo IVA: importo errato su fattura estera (non validabile),"Impossibile allegare PDF al record della fattura 3346/22. Il bottone 'Upload' non risponde o dà err. di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona. preventivot",Amministrazione,media,70,253
16,Account bloccato: utente mario.rossi fermo (troppi tentativi),"Discrepanza IVA su fattura estera 2016/23. Il sistema calcola un importo dievrso da quello atteso per il cliente Mattarella, Trapanese e Pareto SPA. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo magazzino. - crashe",Amministrazione,alta,61,287
17,Task: aggiornamento anagrafica pianificato,"L'account utente admin_01 risulta bloccato dal sistema reportistica con errore ""ERR_TIMEOUT"". L'utente deve ASAPmente accedere per completare l'elaborazione delle fatutre per il cliente Ubaldi s.rl... Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento issue tec immediato per ripristino access entro entro oggi.",Amministrazione,alta,42,372
18,Mancata notifica: email approvazione persa (processo fermo) con sincronizzazione per preventivo - condizioni commerciali,"error di stampa isolato: impossibile stampare la fattura 2636/23. Il system genera il PDF correttamente a video, ma l'invio alla tsampante fallisce. Altre fatture vnegono stampate regolarmente. Il cliente Eco, Manacorda e Ajello s.r.l. è in attesa del cartaceo per il ritiro merc.e per negoziazione condizioni commerciali",Amministrazione,media,120,321
19,Backup: storico fatture 2016,"Data entry: modifica scheda informativa cliente Priuli, Cocci e Ferrazzi s.r.l.. Aggiornamento campi email tiziano43@solari.net e referente operatore_23. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.. Segnalato anche email",Amministrazione,bassa,28,307
