id,title,body,category,priority,title_length,body_length
1,,problem validazione codice fiscale per nuovo cliente Pagliaro-Corcos SPA. Il system lo esgna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione.,Amministrazione,media,0,257
2,,"Data entry: modifica schead informativa cliente Dossi-Benussi SPA. Aggiornamento campi email amanda06@bacosi-vitturi.it e referente mario.rossi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background. con sincronizzazione",Amministrazione,bassa,0,296
3,,Richiesta estrazione dati statistici su utilizzo licenze Linea Accessori. Il report serve esclusivamente per proiezioni di budgte anno prossimo (uso interno). Nessuna scadenza operatiav immediata. lEaborazione da fare offline quando le risorse lo permettono. condizioni commerciali - errore critico,Amministrazione,alta,0,298
4,,"Duplicazione righe in visualizzazione estratto conto Mezzetta-Caracciolo SPA. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un errore visivo che confonde gli operatori. Richiesta pulizia della view nel modulo reportistica., problema su account con negoziazione sconto - login fallito",Amministrazione,media,0,323
5,,Richiesta estrazione dati statistici su utilizzo licenze Linea acc.ri. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono.  [vedi nota allegata],Amministrazione,bassa,0,277
6,,"Mancata ricezione notifica approvazione ordine ORD-53959. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatzione non patre. checkre code di posta in uscita su ambiente sviluppo. - memory leak - ordine urgente con memory leak",Amministrazione,alta,0,273
7,,"Duplicazione rihge in visualizzazione estratto conto Pigafetta, Chechi e Morabito s.r.l.. Le fatture appaiono due volte nella lista a video. Il saldo ifnale è corretto, è solo un err visivo che confonde gli opeartori. Richiesta pulizia della view nel modulo ordini.",Amministrazione,media,0,265
8,,Richiesta estrazione dati statistici su utilizzo licenze Linea loginri. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. con sincronizzazione,Amministrazione,bassa,0,277
9,,URgente completare la registrazione del pagamento per l'ordine ORD-29113 del cliente Vismara-Burcardo SPA. Il sys. mostra error OutOfMemoryError durante l'inesrimento dell'importo 949.11 in reportistica. Il bonifico risulta effettuato ma il gestionale non salva i dati. Blocco critico che impedisce conferma ordine e spedizione merce. Richiesto supporto tecnico immediato. - relativo a configurazione,Amministrazione,alta,0,400
10,,Cotnrollo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blcoca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.,Amministrazione,media,0,266
11,,Nota di aggiornamento anagrafica per cliente Traetta SPA nel sys catalogo. Inseriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.,Amministrazione,bassa,0,277
12,,"pb di visualizzazione anagrafica cliente Romano Group. Alcuni campi (telefono, indirizzo) appaoino vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia vendite da correggere.",Amministrazione,media,0,237
