id,title,body,category,priority,title_length,body_length
1,Errore stampa: impossibile stampare fattura 7997/21 (cliente aspetta),"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posetriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.. Segnalato anche richiesta",Amministrazione,media,69,295
2,Funzione rotta: tasto upload PDF non cliccabile,"Nota di aggiornamento anagrafica per cliente Garozzo, Ariosto e Lettiere Group nel applicativo fatturazione. Insertii dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.",Amministrazione,bassa,47,311
3,URGENTE: Account bloccato admin_01 - errore OutOfMemoryError su sys magazzino,"Mancata ricezione notifica approvazione ordine ORD-50062. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. Verfiicare code di posat in uscita su ambiente pre-produzione.",Amministrazione,alta,77,239
4,Errore validazione: codice fiscale corretto rifiutato dal sistema,Nota di aggiornamento anagrafica per cilente Simeoni SPA nel sys. magazznio. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico conattti. non funzionac,Amministrazione,media,65,294
5,Backup: storico fatture 2005,"Attività di background: archiviazione documenti storici cliente Fieramosca SPA per anno 2005. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momneti di inattività del sistema. Operazione di manutenzione ordinaria del database.a",Amministrazione,bassa,28,326
6,Task: aggiornamento anagrafica pianificato,"Attività di background: archiviazione documenti storici cliente Vianello Group per anno 1990. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del applicativo. Operazione di manutenzione ordinaria del database. ordine urgente con login fallito per sconto",Amministrazione,alta,42,373
7,Discrepanza contabile: bonifico 650.69 non visibile (chiusura bloccata),"Duplicazione righe in visualizzazione estratto conto Sabbatini-Vecoli SPA. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un errore visivo che confonde gli operatori. Richiesta pulizia della view nel modulo clienti.",Amministrazione,media,71,254
8,Mancata notifica: email approvazione persa (processo fermo),Procedura di backup sotrico: export fatture anno 2010 per archivio sicurezza. Generazione file statico in formato XML da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.o,Amministrazione,bassa,59,267
9,Timeout ricerca: impossibile filtrare fatture > 30 giorni,"L'account utente mario.rossi risulta bloccato dal sistema catalogo con errore ""ERR_TIMEOUT"". L'utente deve urgentmente accedere per completare l'elaborazione delle fatture per il cliente Gonzaga, Cerutti e Lerner SPA. Il blocco sta impattnado le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino access entro entro 2 ore. - timeout - errore critico",Amministrazione,alta,57,415
10,"Bug interfaccia: anagrafica Trussardi, Rizzo e Zoppetti e figli illeggibile (campi vuoti) - listino - negoziazione",Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con bug generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto. preventivo,Amministrazione,media,114,231
11,Anomalia visiva: duplicazione righe estratto conto (confusione) con sconto,"Impossibile allegare PDF al record della fattura 2877/24. Il bottone 'Upload' non risponde o dà bug di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona. ordine urgente - ordine urgente",Amministrazione,alta,74,272
12,Batch: consolidamento dati contabili,"Monitoraggio passivo dei log modulo gestione uetnti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.d",Amministrazione,bassa,36,269
13,Log: inserimento anagrafica Roccabonella SPA,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con errore generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto. - condizioni commerciali,Amministrazione,media,44,248
14,Mancata notifica: email approvazione persa (processo fermo) timeout con crash,"Errore di stampa isolato: imopssibile stampare la fattura 4235/2.1 Il sys genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Paltrinieri e figli è in attesa del cartacoe per il ritiro merce.",Amministrazione,media,77,268
15,Mancata notifica: email approvazione persa (processo fermo) con crash per performance,"Attività di background: archiviazione documenti storici clietne Rocca, Pascarella e Verri s.r.l. per anno 2006. Si tratta di spostare vecchi flie (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il tsak può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database. report per listino",Amministrazione,bassa,85,362
16,Discrepanza contabile: bonifico 555.91 non visibile (chiusura bloccata),"Mancato allineamento incassi: il bonifico di 555.91 non risulta in contabilità. In banca è persente, ma il modulo assistenza non lo ha importato automaticament.e Necessario inserimento manuael o forzatura sync per chiudere la posizione del cliente Ioppi, Lombardi e Magrassi e figli. Il pb riguarda solo i bonifici di ieri. - timeout",Amministrazione,media,71,333
17,URGENTE: Account bloccato operatore_23 - bug 504 su sistema fatturazione con login fallito per condizioni commerciali - disponibilità,"L'account utente operatore_23 risulta bloccato dal sistmea fatturazione con error ""504"". L'utente deve urgentemente accedere per completare l'elaborazione delle fatture per il cliente rOsini, Argentero e Aloisio s.r.l.. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino acc. entro entro ogg.i",Amministrazione,alta,133,387
18,Manutenzione: pulizia account inattivi con performance condizioni commerciali listino,"Problema di visualizzazione anagrafica cliente Bertolucci, Pozzecco e Durante e figli. Alcuni campi (telefono, indirizzo) appaiono uvoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia reportistica da correggere.",Amministrazione,media,85,274
19,problem validazione: codice fiscale corretto rifiutato dal sistema per sincronizzazione con negoziazione - timeout,"Il sistema doczione non risponde alle richieste di login da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 7 utenti blocacti, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente demo con timeout continui. per disponibilità",Amministrazione,alta,114,354
