id,title,body,category,priority,title_length,body_length
1,,"Mancato allineamento incassi: il boinfico di 442.68 non risulta in contabilità. In banca è presente, ma il modulo vendite non lo ha importato automaticamente. Necessario inserimento manuale o frozatura sync per chiudere la posizione del cliente Zaccagnini, Binaghi e Fermi Group. Il pb riguarda solo i obnifici di ieri.",Amministrazione,media,0,319
2,,Richiesta estrazione dati statistici su utilizzo licenze Linea Basic. Il report serve esclusivamente per proiezioni di budget anno prossiom (uso interno). Nessuna scadenza operaitva immediata. Elaborazione da fare offline quando le risorse lo permettono.,Amministrazione,bassa,0,254
3,,"Duplicazione righe in visualizzazione estratto conot Nordio-Brunelleschi e figli. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un err visivo che confonde gli operatori. Richiesta pulizia della view nel modulo assistenza. - relativo a versione per listino condizioni commerciali errore critico",Amministrazione,alta,0,333
4,,Procedura di backup storico: export fatture anno 1979 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. con login fallito - bug,Amministrazione,media,0,292
5,,"Duplicazione righe in visualizzazione estratto conto Parini-Cerutti e figli. Le fatture appaiono due volte nella lista a video. Il asldo finale è corretto, è solo un error visivo che confonde gli operatori. Richiesat pulizia della view nel modulo reportistica.",Amministrazione,bassa,0,260
6,,"URgetne completare la registrazione del pagamento per l'ordine ORD-90183 del cliente Fogazzaro, Comencini e Sforza SPA. Il sistema msotra bug OutOfMemoryError durante l'inserimento dell'importo 92.81 in catalogo. Il bonifico risulta effettuato ma il gestionale non salva i dati. Blocco critico che impedisce conferma ordine e spedizione merce. Richiesto supporto tecnico immediato.",Amministrazione,alta,0,381
7,,"Mancato allineamento incassi: il bonifico di 1419.93 non risulta in contabilità. In banca è presente, ma il modulo reportistica non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Blasi e figli. Il issue riguarda solo i bonifici di ieri.b",Amministrazione,media,0,309
8,,Procedura di backup storico: export fatture anno 2011 per archivoi sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per tatività correnti. per crash - preventivo,Amministrazione,bassa,0,291
9,,"L'account mario.rossi risulta bloccato per troppi tentativi di access errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro sera. Non è un problema di sys. generalizzato, oslo utenza singol.a - disponibilità per sconto - condizioni commerciali",Amministrazione,alta,0,301
10,,"Mancata ricezione notifica approvazione ordine ORD-31884. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. Verificare code di posta in uscita su ambiente pre-produzione. con login fallito",Amministrazione,media,0,257
11,,Errore validazione codice fiscale per nuovo cliente Panatta SPA. Il sistmea lo segna come errato anceh se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algorimto di validazione. per timeout - preventivo,Amministrazione,media,0,274
12,,"Attività di background: archiviazione documenti storiic cliente Curiel-Carullo e figli per anno 2000. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database. - preventivo",Amministrazione,bassa,0,346
13,,"Durante l'elaborazione della fattura 8283/23 per il cliente Greco-Merisi SPA, il sistema fatturazione si è bloccato generando errore 502. L'operazione di registrazione pagamento di 234.01 non può sesere completata. Il cliente attende conferma per procedere con l'ordine ORD-76679. Necessario interevnto urgentissimo per sbloccare il processo di fatturazione.",Amministrazione,alta,0,358
14,,"Duplicazione righe in visualizzazione estratto conto Civaschi-Vivaldi Group. Le fatture appaiono due vlote nella lista a video. Il saldo finale è corretto, è solo un problem visivo che confonde gli operatori. Richiesta pulizia della view nel mdoulo reportistica. per listino performance con bug",Amministrazione,media,0,294
15,,"Attività di background: archiviazione documenti storici cliente Grisoni-Chiappetta SPA per anno 1985. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del applicativo. Operazione di manutenzione ordinaria del database. con disponibilitàg",Amministrazione,bassa,0,356
16,,"Data entry: modifica scheda informativa clietne Franscini s.r.l.. Aggiornamento campi email ufabbri@giradello.com e referente mario.rossi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,0,269
17,,"Mancata ricezione notifica approvazione ordine ORD-42287. Il responsabile ha approvato, ma l'email non è arrivtaa all'amministrazione. Senza notifica la aftturazione non parte. Verificare code di posta in uscita su ambiente produzione. con sconto errore critico",Amministrazione,alta,0,261
18,,"Mancata ricezione notiifca approvazione ordine OR-D95172. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. Verificare code di posta in uscita su ambiente demo.. Segnalato anche cliente",Amministrazione,media,0,254
19,,"Mancato allineamento incassi: il bonifico di 579.42 non risulta in contabilità. In banca è presente, ma il modulo ordini non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Montanelli-Zaccagnini s.r.l.. Il problema riguarda solo i bonifici di ieri.",Amministrazione,media,0,319
20,,Proposta di manutenzione ordinari:a pulizia account inattivi da lungo periodo. Lista di 3 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di orutine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,0,255
21,,"L'account utente opertaore_23 risulta bloccato dal applicativo reportistica con errore ""ERR_CONNECTION_REFUSED"". L'utente deve urgentemente accedere per completare l'elaborazione delle fatture per il cliente Sgalambro Group. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino login entro entro 2 ore. - relativo a cliente",Amministrazione,alta,0,415
22,,"Duplicazione righe in visualizzazione estratto conto Grasso SPA. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un errore visivo che confonde gli operatori. Richiesta pulizia della view nel modulo magazzino. - condizioni commerciali con condizioni commercialie",Amministrazione,media,0,299
23,,"Discrepanza IVA su fattura estera 3434/20. Il system calcola un importo diverso da quello atteso per il cliente Mastandrea Group. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo catalogo.",Amministrazione,media,0,258
24,,Errore validazione codice fiscale per nuovo cliente Mozart SPA. Il sys. lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scehda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. listino con condizioni commerciali,Amministrazione,media,0,280
25,,bug validazione codice fiscale per nuovo cliente Scotti-Lippomano e figli. Il sys lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. per memory leak per negoziazione con ordine urgente,Amministrazione,alta,0,307
26,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.",Amministrazione,bassa,0,268
27,,urgentissimo completare la registrazione del pagamento per l'ordine ORD-38965 del cliente Guariento-Borghese Group. Il system mostra err. ERR_CONNECTION_REFUSED durante l'inserimento dell'importo 727.52 in catalogo. Il bonifico risulta effettuato ma il gestionale non salva i dati. Blocco critical che impedisce conferma ordine e spedizione merce. Rihciesto supporto tecnico immediato.,Amministrazione,alta,0,385
28,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare ternd di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale. con negoziazione sconto",Amministrazione,bassa,0,292
29,,"Il sys assistenza non risponde alle richieste di accesos da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche lcienti e fornitori. Circa 10 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il issue si manifesta in ambiente staging con timeout continui.",Amministrazione,alta,0,337
30,,urgentissimo completare la registrazione del pagamento per l'ordine ORD-85426 del cliente Ioppi s.r.l.. Il sys mostra problem NullPointerException durante l'inesrimento dell'importo 736.67 in fatturazione. Il bonifico risulta effettuato ma il gestionale non salva i dati. Blocco critico che impedisce conferma ordine e spedizione merce. iRchiesto supporto tecnico immediato.,Amministrazione,alta,0,374
31,,"pb di visualizzazione anagrafica cliente Correr e figli. Alcuni campi (telefono, indirizzo) papaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia clienti da correggere. - timeout con crash",Amministrazione,media,0,259
32,,"Nota di update anagrafica per cliente Foletti, Cafarchia e Giacometti e figli nel applicativo vendite. Inseriti dati nuovo referente operatore_23 a puro titolo infomrativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo stroico contatti. listino - sincronizzazione - crash",Amministrazione,bassa,0,341
33,,"Impossibile allegare PDF al record della fattura 8052/20. Il bottone 'Upload' non risponde o dà bug di permessi. Il documento deve essere archiviato digitalmente entro fine mese. issue limitato alla funzione di upload, il resto funziona. per ordine urgente login fallito listinor",Amministrazione,alta,0,279
34,,"pb di visualizzazione anagrafica cliente Mascheroni SPA. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia odrini da correggere., problema su versione login fallito",Amministrazione,media,0,274
35,,Controllo qualità dati contbaili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. per sconto errore criticou,Amministrazione,alta,0,293
36,,"Attività di background: archiviazione documenti storici cliente Franzese, Roccabonella e Mondaini SPA per anno 2006. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sys. Operazione di manutenzoine ordinaria del database. con listino",Amministrazione,bassa,0,356
37,,"Impossibile allegare PDF al record della fattura 4810/22. Il bottone 'Upload' non risponde o dà bug di permessi. Il documento deve essere archiviato digitalmente entro fine mese. issue limitato alla funzione di upload, il resto funziona.",Amministrazione,media,0,237
38,,"Problema di visualizzazione anagrafica cliente Donà, Novaro e Crespi s.r.l.. Alcuni campi (etlefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia catalogo da correggere. preventivo timeout",Amministrazione,media,0,279
39,,Richiesta estrazione dati statistici su utilizzo licezne Linea Pro. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono.,Amministrazione,bassa,0,252
40,,"Data entry: modifica scheda informativa clienet Malpighi-Canetta e figli. Aggiornamento campi email romana95@venier.it e referente mario.rossi. Modifica puramente formale per compeltezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,0,274
41,,"Impossibile allegare PDF al record della fattura 6819/23. Il bottone 'Upload' non risponde o dà erorre di permessi. Il documento deve essere archiviato digitalmente entro fine mese. issue limitato lala funzione di upload, il resto funziona. - memory leak per errore criticom",Amministrazione,alta,0,274
42,,"Errore di stampa isolato: impossibile stampare la fattura 8404/24. Il system genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Filippini Group è in attesa del cartaceo per il ritiro merce.",Amministrazione,media,0,267
43,,"Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradaulmente alla validazione dei record passati., problema su  [vedi nota allegata]",Amministrazione,media,0,301
44,,"L'utente operator_e23 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente sviluppo. dati per errore critico",Amministrazione,alta,0,288
45,,"Mancato allineamento incassi: il bonifico di 1204.3 non risulta in contabilità. In bacna è presente, ma il modulo assistenza non lo ha importato autmoaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Borromeo-Petrocelli e figli. Il problema riguarda solo i bonifici di ieri. login fallito per sincronizzazione",Amministrazione,media,0,357
46,,Proopsta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 8 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attiiv o sul servizio di produzione.,Amministrazione,bassa,0,255
47,,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con errore generico. I dati a video snoo corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto.. Segnalato anche assistenza,Amministrazione,media,0,251
48,,"URgente completare la registrazione del pagamento per l'ordine ORD-62798 del cliente Travaglio, Molesini e Baglioni s.r.l.. Il system mostra errore SQL_ERROR_1045 durante l'inserimento dell'importo 76.62 in ordini. Il bonifico risulta effettuato ma il gestionale non salva i dati. Blocco rcitico che impedisce conferma ordine e spedizione merce. Richiesto supporto tecnico immediato. bug",Amministrazione,alta,0,387
49,,error validazione codice fiscale per nuovo cliente Malacarne s.r.l.. Il system lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della shceda cliente. Necessario bypassare il controllo o correggere 'lalgoritmo di validazione. - bug con performance - errore critico,Amministrazione,alta,0,291
50,,"Nota di aggiornamento anagrafica per clienet Scandone, Verga e Gagliardi SPA nel sistema magazzino. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo tsorico conattti.",Amministrazione,bassa,0,303
51,,"L'account utente giulia.verdi risulta bloccato dal sistema catalogo con errore ""OutOfMemoryError"". L'utente deve urgentmente accedere per completare l'elaborazione delle fatture per il cliente Camanni, Littizzetto e Endrizzi SPA. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immedaito per ripristino access entro entor oggi.t",Amministrazione,alta,0,400
52,,URgente completare la registrazione del pagamento per l'ordine ORD-95172 del cliente Delle SPA. Il sys. mostra erroer ERR_CONNECTION_REFUSED durante l'inserimento dell'importo 83.1 in ordini. Il bonifico risulta effettuato ma il gestinoale non salva i dati. Blocco critico che impedisce conferma ordine e spedizione merce. Richiesto supporto tecnico immediato.,Amministrazione,alta,0,360
53,,"Mancato allineamento incassi: il bonifico di 979.14 non risulta in conatbilità. In banca è presente, ma il modulo fatturazione non lo ha importato automaticamente. Necessario inserimetno manuale o forzatura sync per chiudere la posizione del cliente Zamorani, Bruscantini e Sokolov e figli. Il problema riguarda solo i bonfiici di ieri.o",Amministrazione,media,0,337
54,,"Data entry: modifica scheda informativa cliente Bernini-Malipiero SPA. Aggiornamento campi email annalisariamondi@randazzo-mascagni.it e referente admin_01. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,0,287
55,,Nota di aggiornamento anagrafica per cliente Curiel-Toldo SPA nel system ordini. Inseriti dati nuovo referente operatore_23 a puro titolo informativo per il database. Nessuna azione di sincronizzazione richietsa al momento. Semplice data entry per tenere ordinato lo storico contatti. con preventivo,Amministrazione,bassa,0,299
56,,"Errore di stampa isolato: impossibile stampare la fattura 5996/20. Il sistema genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Almagià, Bertoli e Poerio e figli è in attesa del cartaceo per il ritiro merce.",Amministrazione,media,0,286
57,,"Duplicazione righe in visualizzazione estratto conto Mascheroni Group. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un errore visivo che confonde gli oepratori. Richiesta pulizia della view nel modulo magazzino. con errore critico",Amministrazione,alta,0,271
58,,"err. di stampa isolato: impossibile stampare la doc 1161/21. Il sistema genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Sanudo Group è in attesa del cartaceo per il ritiro merce. - sincronizzazione per sconto",Amministrazione,media,0,289
59,,"Attività di background: archiviazione documenti storici cliente Surian, Fornaciari e Buonaruo SPA per anno 2009. Si tratta di spostare vecchi file (aftture, contratti) nell'archivio omrto per liberare spazio. eNssuna urgenza operativa: il task può igrare nei momenti di inattività del system. Operazione di manutenzione ordinaria del database.",Amministrazione,bassa,0,343
60,,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.t,Amministrazione,media,0,267
61,,"Imposisbile allegare PDF al record della fattura 6558/22. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il retso funziona. crash preventivo",Amministrazione,media,0,260
62,,"Errore validazione codice fiscale per nuovo cliente Crispi, Salata e Polizzi Group. Il sistema lo segna come errato anche se è formalmente valido. Impedisce il savlataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione., problema su analisi per listino con disponibilità per crash",Amministrazione,media,0,329
63,,"Mancato allineamento incassi: il bonifico di 813.56 non risulta in contabilità. In banca è presente, ma il modulo magazzino non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Comboni-Scandone e figli. Il issue riguarda solo i bonifici di ieri.",Amministrazione,media,0,315
64,,"Attività di background: archiviazione documenti storici cliente Comolli e figli per anno 1996. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.",Amministrazione,bassa,0,326
