id,title,body,category,priority,title_length,body_length
1,Backup: storico fatture 2001,err. validazione codice fiscale per nuovo cliente Traapni s.r..l. Il sistema lo segna come rerato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazinoe.,Amministrazione,media,28,250
2,err calcolo IVA: importo errato su fattura estera (non validabile),"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono erorri attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.",Amministrazione,bassa,66,268
3,Task: aggiornamento anagrafica pianificato con ordine urgente con listino per errore critico,"error validazione codice fiscale per nuovo cliente Calbo, Trupiano e Argurio SPA. Il sys. lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di vaildazione.. Segnalato anche preventivo per timeout per sconto con negoziazione",Amministrazione,alta,92,331
4,Funzione rotta: tasto upload PDF non cliccabile,"Errore vaildazione codice fiscale per nuovo cliente Mortati, Monti e Bignami s.r.l.. Il sistema lo segna come errato anche se è formalmente valido. Impedisce il salvtaaggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. per listino con sconto sincronizzazione",Amministrazione,media,47,309
5,Funzione rotta: tasto upload PDF non cliccabile,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 1 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. con preventivo preventivo,Amministrazione,bassa,47,281
6,Account bloccato: utente operatore_23 fermo (troppi tentativi),"Richiesta estrazione dati statistici su utilizzo licenze Linea Pro. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da faer offline quando le risorse lo permettono., problema su timeout - disponibilità con sconto per login fallito",Amministrazione,alta,62,318
7,Mancata notifica: email approvazione persa (processo fermo) con sincronizzazione,error validazione codice fiscale per nuovo cliente Asmundo s.r.l.. Il sistema lo segna come errato anche se è formalmente valido. Imepdisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algortimo di validazione. errore - negoziazione,Amministrazione,media,80,273
8,Archivio: documentazione storica 2008,"Data entry: modifica scheda informativa cliente Ariasso-Polizzi e figli. Aggiornamento campi email ptravaglio@zaccardo.it e referente marior.ossi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,37,277
9,Batch: consolidamento dati contabili disponibilità - disponibilità,"L'account giulia.verdi risulta bloccato per troppi tentativi di accesso errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro sera. Non è un problema di system generalizzato, solo utenza singola.",Amministrazione,alta,66,253
10,Anomalia visiva: duplicazione righe estratto conto (confusione) - crash per preventivo con memory leak,"Mancata ricezione notifica approvazione ordine ORD-39041. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la doczione non parte. Verificare code di posta in uscita su ambiente pre-produzione.",Amministrazione,media,102,235
11,"Log: inserimento anagrafica Priuli, Polizzi e Argenti e figli","Erorre validazione codice fiscale per nuovo cliente Priuli, Polizzi e Argenti e figli. Il sistema lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione.",Amministrazione,media,61,271
