id,title,body,category,priority,title_length,body_length
1,Task: aggiornamento anagrafica pianificato,"L'utente operatore_23 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ongi fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente produzione. gestione",Amministrazione,media,42,275
2,Log: inserimento anagrafica Boiardo e figli per sconto,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo period.o Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.p",Amministrazione,bassa,54,269
3,Errore critico: impossibile completare pagamento ordine ORD-62417,"Discrepanza IVA su fattura estera 4189/20. Il applicativo calcola un improto diverso da quello atteso per il cliente Guinizzelli-Cusano SPA. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo reportistica.",Amministrazione,alta,65,273
4,Errore calcolo IVA: importo errato su fat estera (non validabile),"Mancato allineamento incassi: il bonifico di 1443.6 non risulta in contabilità. In banca è presente, ma il modulo reportistica non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Almagià-Visintini Group. Il pb. riguarda solo i bonifici di ieir. con sconto login fallitou",Amministrazione,media,65,341
5,Info: statistiche licenze Linea Pro con crash,Nota di aggiornamento anagrafica per cliente Curiel-Ariasso s.r.l. nel sistema reportistica. Inesriti dati nuovo referente admin_01 a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. per scontoo,Amministrazione,bassa,45,304
6,Account bloccato: utente giulia.verdi fermo (troppi tentativi),"Discrepanza IVA su fattura estera 7068/20. Il sistema calcola un importo diverso da quello atteso per il cliente Tarantini-Argenti Group. Differenza di pocih euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo assistenza.",Amministrazione,alta,62,268
7,Errore calcolo IVA: importo errato su fattura estera (non validabile),Procedura di backup storico: export fatture anno 2014 per archivio sicurezza. Generazione file statico in ofrmato XML da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,media,69,266
8,Info: statistiche licenze Linea Pro - sconto,Richiesta estrazione dati statistici su utilizzo licenze Lniea Pro. Il report serve seclusivamente per proieizoni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le rsiorse lo permettono.,Amministrazione,bassa,44,252
9,Account bloccato: utente operatore_23 fermo (troppi tentativi) per memory leak,"Duplicazione righe in visualizzazione estratto conto Emanuelli SPA. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un errore visivo che confonde gli operatori. Richiesta pulizia della view nel modulo clienti. per performance con preventivo con negoziazione",Amministrazione,alta,78,295
10,Discrepanza contabile: bonifico 1003.91 non visibile (chiusura bloccata),"problem di stampa isolato: impossibile stampare la fattura 8115/21. Il sistema genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Gadda, Gregorio e Tutino Group è in attesa del cartaceo per il ritiro merce.",Amministrazione,media,72,284
